Dates,DYT,DXT,DNT,DYU,DXU,DNU,DRR,DYFF (m/s),DXFF (m/s),DXFFGUST (m/s),Solar Radiation GHI (KWh/m2),ET0 (mm),Water loss (m3)
2009-04-03 00:00:00,18.2,20.5,16,82,92,71,8.2,3.8,7.4,10.7,6.469645262,0.162499901,2193.748658
2009-04-04 00:00:00,21.6,26.5,15.6,70,92,45,0,1.8,3.1,5.9,6.479120014,0.277197538,3742.166765
2009-04-05 00:00:00,22.8,28.2,18.2,66,92,37,0,2.4,4.7,7.6,6.436562877,0.27179654,3669.253285
2009-04-06 00:00:00,24.9,32.3,17.9,56,88,19,0,2.1,5.8,10,6.429727095,0.342661676,4625.932624
2009-04-07 00:00:00,24.2,30.6,18.7,51,87,18,0,5.4,11.9,16,6.492061367,0.309363634,4176.409063
2009-04-08 00:00:00,26.4,34.1,19.2,40,71,16,0,3.7,11.4,21,6.470777521,0.36310794,4901.957185
2009-04-09 00:00:00,27.9,33.2,22.3,38,66,19,0,6.6,11,17.7,6.472822952,0.321208516,4336.314964
2009-04-10 00:00:00,27.5,33.1,22.8,43,68,19,0,7.1,12.9,19.6,6.490721437,0.310365657,4189.936366
2009-04-11 00:00:00,27.6,36.3,22.2,50,74,18,0.4,5.4,9.6,13.6,6.406849768,0.359231013,4849.618678
2009-04-12 00:00:00,25.6,31.1,18.8,57,90,35,10.5,9,15.5,24.3,6.459969295,0.323397466,4365.865789
2009-04-13 00:00:00,24.7,29.8,20,68,92,40,0,2.9,8.9,13.7,6.480778079,0.283591358,3828.483327
2009-04-14 00:00:00,23.2,29.2,17.8,55,93,27,0.2,5.3,9.2,14.1,6.478517913,0.294968622,3982.076402
2009-04-15 00:00:00,24.9,32.2,17.6,37,73,8,0,3.6,6.4,8.8,6.401686648,0.343528354,4637.632782
2009-04-16 00:00:00,29,40.2,21.2,44,79,8,0,5.6,10.5,16.5,6.482613348,0.434947307,5871.788643
2009-04-17 00:00:00,26.1,31.2,22.5,54,83,33,0,6.5,9.8,14.5,6.400653927,0.272591536,3679.985732
2009-04-18 00:00:00,25.9,31.6,18.7,32,57,11,0,3.8,8.4,13.6,6.416197721,0.331221031,4471.483914
2009-04-19 00:00:00,27,35.7,17.9,27,60,8,0,2.4,5,6.9,6.411581585,0.39858143,5380.849311
2009-04-20 00:00:00,27,36,20.7,40,73,8,0,5,9.9,13.2,6.476445625,0.373271066,5039.159385
2009-04-21 00:00:00,24.7,31.7,17.8,37,69,11,0,6.6,10,14.1,6.451451987,0.336215455,4538.908644
2009-04-22 00:00:00,25.2,32.3,17.5,27,77,7,0,4.9,10.1,13.7,6.429814444,0.349833687,4722.754768
2009-04-23 00:00:00,28.2,37.7,18.4,27,60,5,0,2.5,6.7,9.7,6.414610813,0.426354324,5755.783372
2009-04-24 00:00:00,29.6,39,20,30,58,6,0,3.5,5.9,8,6.480128155,0.440354674,5944.7881
2009-04-25 00:00:00,32.6,43.9,23.6,23,54,5,0,4.8,7.6,12.3,6.441737982,0.48111122,6495.001464
2009-04-26 00:00:00,33.3,43.5,24.9,26,75,5,0,4.9,9.1,12.5,6.496718023,0.470907127,6357.246212
2009-04-27 00:00:00,31.6,39.9,24.3,40,77,11,0,4,6.8,9.8,6.460853536,0.414613098,5597.276821
2009-04-28 00:00:00,31,39.9,22.9,39,82,11,0,2.4,5.1,9.1,6.492808767,0.429675675,5800.621613
2009-04-29 00:00:00,31.7,40.9,22,37,75,9,0,4.3,8,11.5,6.454407769,0.456831849,6167.229958
2009-04-30 00:00:00,32.7,41.6,23.9,35,78,6,0,6.6,11.3,19.3,6.440521017,0.450052197,6075.704666
2009-05-01 00:00:00,33.2,43,24.5,34,73,7,0,4.2,8.4,15.2,7.170493929,0.517331575,6983.976264
2009-05-02 00:00:00,30.1,37.5,23.4,30,59,10,0,6.7,10.8,15,7.108830383,0.420539792,5677.287188
2009-05-03 00:00:00,27.6,33.2,22.4,32,60,13,0,8.2,13,18.8,7.187054399,0.352681384,4761.198681
2009-05-04 00:00:00,28.2,35.2,21.7,28,57,9,0,6.4,12.8,17.8,7.191622102,0.399774831,5396.960213
2009-05-05 00:00:00,32.1,41.3,21.5,23,62,7,0,3.3,7.1,10,7.18080058,0.524408691,7079.517322
2009-05-06 00:00:00,33.4,42.7,26.2,28,59,7,0,3.3,5.7,10.4,7.197749879,0.49234843,6646.703806
2009-05-07 00:00:00,32.9,42.2,24.6,28,75,9,0,2.8,7.3,11.4,7.176921841,0.502072441,6777.977954
2009-05-08 00:00:00,32.7,40.3,24.1,27,61,12,0,2.5,5.4,9.7,7.132248406,0.476803264,6436.84406
2009-05-09 00:00:00,33.8,42.5,25.8,27,61,9,0,4.4,8.3,12.4,7.146345042,0.495627952,6690.977359
2009-05-10 00:00:00,33.7,42.6,25.5,29,47,11,0,3.2,6.4,9.4,7.125095485,0.499068141,6737.4199
2009-05-11 00:00:00,31.2,38.9,25.9,43,70,16,0,6.7,9.5,13.1,7.123182594,0.413909798,5587.782269
2009-05-12 00:00:00,30.7,36.7,24.4,42,78,21,0,8.7,15,21.1,7.100111146,0.397212873,5362.373789
2009-05-13 00:00:00,31.5,38.4,24,43,73,17,0,6.9,10.7,17.6,7.191748491,0.442513505,5973.932321
2009-05-14 00:00:00,31.4,38.2,25.4,36,67,15,0,8.4,15.2,20.7,7.10468954,0.411319279,5552.810269
2009-05-15 00:00:00,32.3,39.9,26.5,32,55,13,0,7.8,11.7,17.2,7.128023113,0.429955093,5804.393757
2009-05-16 00:00:00,31.2,37.7,25.3,38,78,14,0,8.4,14.3,20.8,7.127699658,0.404501548,5460.770892
2009-05-17 00:00:00,31.4,38.1,25.7,37,67,17,0,5,8.7,12.9,7.189031933,0.409647427,5530.240266
2009-05-18 00:00:00,32,38.7,24.8,24,76,10,0,3.8,7.3,12.6,7.183509671,0.438669356,5922.036307
2009-05-19 00:00:00,32.9,40.2,24.2,19,60,7,0,4.1,6.8,13.6,7.163879582,0.477837359,6450.804345
2009-05-20 00:00:00,33.2,40.9,25.1,24,53,7,0,2.9,5.1,8.9,7.139717285,0.476040177,6426.542392
2009-05-21 00:00:00,33.8,43.3,24.6,17,47,6,0,1.9,5.3,8.5,7.107466618,0.521613961,7041.788476
2009-05-22 00:00:00,33.9,43.9,24.4,22,63,6,0,4.1,8.8,14.1,7.120272679,0.534648494,7217.754672
2009-05-23 00:00:00,34.8,45,23.5,27,74,5,0,2.3,5.2,8.5,7.123714939,0.571446241,7714.524251
2009-05-24 00:00:00,35.6,46,24.5,25,52,4,0,2.3,5.3,8.5,7.196412396,0.586057737,7911.779443
2009-05-25 00:00:00,36.9,46.5,25.8,18,53,4,0,2.6,4.6,8.8,7.149412451,0.585203244,7900.243793
2009-05-26 00:00:00,37,46.6,27.5,27,66,4,0,2.8,6.2,10.2,7.113375743,0.560320956,7564.332903
2009-05-27 00:00:00,36.4,47.2,26.6,21,61,5,0,2.5,7.4,11.3,7.173318206,0.580385918,7835.209894
2009-05-28 00:00:00,38,47.3,29,14,31,4,0,2.2,6.2,8.2,7.166171615,0.562614372,7595.294016
2009-05-29 00:00:00,37.9,48,28.9,15,57,4,0,2.6,6.4,10.6,7.107223899,0.569030768,7681.915364
2009-05-30 00:00:00,35.8,44.8,27.8,35,68,11,0,8.4,11.6,16.1,7.144378102,0.519299082,7010.537601
2009-05-31 00:00:00,33.6,41.6,28.1,29,54,12,0,10.3,15.7,21.3,7.169768499,0.445347491,6012.191129
2009-06-01 00:00:00,32.6,39.3,26.8,27,52,8,0,8.5,14.2,19.1,7.66355591,0.449137944,6063.362244
2009-06-02 00:00:00,33.3,40.7,25.9,21,41,6,0,5.3,10.4,14.4,7.674917896,0.496237259,6699.203
2009-06-03 00:00:00,34.7,42.5,26.4,14,33,6,0,3.9,7.9,12.5,7.62919426,0.528584943,7135.896737
2009-06-04 00:00:00,33.9,41.7,25.7,24,55,6,0,5.3,10.3,14,7.662875714,0.521202139,7036.22888
2009-06-05 00:00:00,34.8,42.8,24.4,16,40,6,0,4.9,10.1,13.8,7.6955262,0.571079868,7709.578214
2009-06-06 00:00:00,34.7,44.3,24.3,27,54,6,0,4.2,8.1,12.1,7.675185287,0.592689241,8001.304748
2009-06-07 00:00:00,34,42.5,26.6,33,70,9,0,5.9,10.5,16.4,7.682274614,0.521893662,7045.564441
2009-06-08 00:00:00,35.6,43.3,26.5,21,69,7,0,3.8,8.2,11.6,7.625153527,0.548919127,7410.40821
2009-06-09 00:00:00,36.5,44.8,27.4,18,42,8,0,2.9,5.6,8.9,7.673457555,0.571648966,7717.261043
2009-06-10 00:00:00,37.6,45.4,29.4,16,41,6,0,3.3,6.4,9.5,7.618741845,0.555286209,7496.363823
2009-06-11 00:00:00,36.1,45,27.2,22,49,7,0,3.2,6.5,9.5,7.674870925,0.57402885,7749.389476
2009-06-12 00:00:00,37,46.2,27.6,18,50,6,0,2.6,6.5,10.7,7.694844644,0.598137127,8074.851209
2009-06-13 00:00:00,37.4,44.9,27.9,13,22,7,0,1.9,4.6,7.2,7.637545787,0.571717175,7718.181857
2009-06-14 00:00:00,37.9,46.3,28.9,21,49,5,0,3.7,9.6,13.3,7.69502901,0.588036053,7938.486722
2009-06-15 00:00:00,37.1,44.6,29.7,25,45,8,0,3.4,7,9.8,7.605022396,0.53006588,7155.889373
2009-06-16 00:00:00,37.4,44.7,29.1,23,73,8,0,2.6,4.8,8.8,7.65484722,0.548910802,7410.295831
2009-06-17 00:00:00,37.4,44.4,29.9,21,50,8,0,2.8,5.9,9.6,7.646845228,0.528651237,7136.791695
2009-06-18 00:00:00,39.1,46.8,32.1,20,45,7,0,3.9,8.2,12.3,7.675081361,0.550703447,7434.496541
2009-06-19 00:00:00,36,43.2,29.2,26,44,11,0,6,10.5,15.4,7.604084603,0.503450883,6796.586925
2009-06-20 00:00:00,35.7,42.5,29.3,26,56,9,0,5.8,10.6,14.7,7.676939728,0.490786663,6625.619946
2009-06-21 00:00:00,35.4,42.6,28.1,22,62,7,0,7,13.4,18.5,7.623346012,0.507931491,6857.075125
2009-06-22 00:00:00,35,43.7,25.5,32,74,8,0,3.4,7.4,11.9,7.602340934,0.563223584,7603.518388
2009-06-23 00:00:00,35.4,44.1,25.9,26,84,9,0,4.4,9.4,15.2,7.681109364,0.573370241,7740.498253
2009-06-24 00:00:00,35.1,42.9,26.7,31,76,8,0,4.9,9.5,14,7.635986509,0.534739426,7218.982246
2009-06-25 00:00:00,36.1,44.6,27.7,31,74,6,0,2.8,5.8,8.8,7.621564008,0.55544376,7498.490763
2009-06-26 00:00:00,35.7,44.2,27.1,35,64,8,0,2.8,6.5,10.2,7.680593161,0.558869581,7544.739346
2009-06-27 00:00:00,35.5,44.6,25.6,27,63,5,0,2.8,6.2,10.9,7.648952803,0.584480282,7890.483802
2009-06-28 00:00:00,36.4,45.9,25.3,23,54,5,0,2.1,5.5,7.7,7.658582337,0.619648148,8365.249998
2009-06-29 00:00:00,36,43.5,27.8,36,60,14,0,5.8,9.3,13.2,7.622873487,0.53445936,7215.201362
2009-06-30 00:00:00,35.5,42.6,27.6,29,61,11,0,7,13,17.6,7.68399758,0.521703718,7043.000187
2009-07-01 00:00:00,34.7,43.3,27.1,43,78,15,0,5.5,9.7,13.5,7.399001217,0.514225706,6942.047028
2009-07-02 00:00:00,35.6,43.9,27.1,28,78,8,0,5.7,10.1,14.7,7.307555401,0.52605589,7101.754522
2009-07-03 00:00:00,37.7,44.2,30.8,15,34,5,0,5.6,10.7,15.8,7.394550799,0.494107052,6670.445207
2009-07-04 00:00:00,37.1,44.7,29.3,14,34,6,0,4,6.6,11.6,7.312273489,0.518142247,6994.920341
2009-07-05 00:00:00,36.2,43.1,28.3,22,52,9,0,3.3,5.7,9.5,7.3853495,0.504614288,6812.292891
2009-07-06 00:00:00,36.4,43.6,28.1,26,66,7,0,3.5,7.1,12.7,7.356409797,0.516291438,6969.934418
2009-07-07 00:00:00,34.7,41.6,26.6,33,70,10,0,5.8,10.4,17.2,7.337832277,0.490723196,6624.763146
2009-07-08 00:00:00,34.1,41.8,26.5,39,74,8,0,3.4,6.1,11,7.350276292,0.490772942,6625.434724
2009-07-09 00:00:00,35.2,41.7,27.1,34,78,10,0,4.7,6.7,10.4,7.32368335,0.487804418,6585.359648
2009-07-10 00:00:00,35.9,43.1,28.5,31,64,9,0,7.5,13.9,18.8,7.361930309,0.496828258,6707.18148
2009-07-11 00:00:00,37.5,45,29.1,19,55,7,0,5.3,9.8,16.2,7.338234771,0.532205268,7184.771116
2009-07-12 00:00:00,37.5,44.9,29.7,17,32,7,0,4.9,8.3,14,7.377827865,0.523165765,7062.737832
2009-07-13 00:00:00,37.2,46.1,29.8,25,62,7,0,4.6,11,15.5,7.342642648,0.536256733,7239.465889
2009-07-14 00:00:00,36.9,42.6,32.6,23,47,10,0,9.9,15.1,21,7.325373476,0.416755146,5626.194475
2009-07-15 00:00:00,35.5,41,31,24,40,10,0,8.2,13.7,19.4,7.351952881,0.407562106,5502.088428
2009-07-16 00:00:00,34.3,40.6,28.5,33,55,12,0,8,14.5,20,7.317627757,0.436178842,5888.41437
2009-07-17 00:00:00,33.9,39.6,28.5,33,69,14,0,8.4,14,19.4,7.396155126,0.419007616,5656.602822
2009-07-18 00:00:00,34.8,41.3,28.1,32,63,13,0,6.5,11.8,16.1,7.390104402,0.464501539,6270.770774
2009-07-19 00:00:00,35.4,41.8,28.9,28,53,13,0,6.6,11.6,15.4,7.355443359,0.462252444,6240.408
2009-07-20 00:00:00,35.7,42.5,29.8,26,47,10,0,7.3,15,20.4,7.301251906,0.457843285,6180.884343
2009-07-21 00:00:00,35.9,43.3,29.4,26,67,8,0,7,13.9,18.8,7.31207557,0.481488846,6500.099415
2009-07-22 00:00:00,36.6,44.1,29.1,29,61,9,0,6.5,12.2,17.7,7.300358261,0.505885901,6829.459668
2009-07-23 00:00:00,36.8,44.5,29.6,26,50,10,0,7.4,13.7,19.7,7.362626427,0.510366801,6889.951808
2009-07-24 00:00:00,36.4,44.5,29.8,27,56,9,0,7.4,14.5,20.2,7.384001888,0.504677132,6813.141284
2009-07-25 00:00:00,35.8,44.1,27.8,29,75,10,0,6.7,12.1,16.9,7.397254918,0.526493545,7107.662852
2009-07-26 00:00:00,35.4,43.5,26.8,32,73,8,0,6,11.1,15.6,7.305707274,0.522391387,7052.28373
2009-07-27 00:00:00,35.7,42.9,28,28,56,9,0,6.4,11.8,17.3,7.366911581,0.500375742,6755.072517
2009-07-28 00:00:00,36.3,43.6,28.8,19,42,9,0,5,8.2,12.4,7.335278005,0.502121219,6778.636455
2009-07-29 00:00:00,37.2,44.7,28.1,20,52,7,0,3.7,7.1,12.5,7.310544224,0.538803385,7273.8457
2009-07-30 00:00:00,37,43.1,31.3,20,38,6,0,5.2,10.2,14.9,7.323178056,0.453403668,6120.94952
2009-07-31 00:00:00,36.3,42.1,30.7,18,40,6,0,3.9,7,10.7,7.366870097,0.442584883,5974.895922
2009-08-01 00:00:00,34.8,42.1,28,33,73,8,0,5.2,9.6,14,6.809694507,0.442371157,5972.010625
2009-08-02 00:00:00,34.2,41.2,27.4,36,74,12,0,4.3,9.7,16.8,6.87542214,0.436823635,5897.119074
2009-08-03 00:00:00,34.6,42.1,27.1,34,71,8,0,5.1,9.5,13.1,6.813514472,0.454791116,6139.680069
2009-08-04 00:00:00,35.9,43.7,26.8,27,74,9,0,2.6,4,9.5,6.869570725,0.498782389,6733.562246
2009-08-05 00:00:00,36.6,43.9,29.1,21,51,9,0,2.8,5.3,9.5,6.891255956,0.474342471,6403.62336
2009-08-06 00:00:00,36.2,45.2,28.9,35,70,7,0,5.6,11.2,16,6.895827237,0.494467564,6675.312112
2009-08-07 00:00:00,37,46.2,28.5,27,56,7,0,7,14.2,19.5,6.824940465,0.51752333,6986.564952
2009-08-08 00:00:00,37.5,46.5,29.7,21,55,6,0,4.9,10.6,19,6.874931908,0.512521451,6919.039585
2009-08-09 00:00:00,37.7,46.4,29.6,19,45,6,0,5.6,11.1,15.6,6.833694414,0.511289709,6902.411075
2009-08-10 00:00:00,39.2,47.7,29.9,17,45,5,0,4.8,8.6,12.7,6.888399728,0.5448376,7355.3076
2009-08-11 00:00:00,35.9,43.2,30,28,53,10,0,7.6,13.7,18.6,6.831222156,0.438352547,5917.759378
2009-08-12 00:00:00,34.6,41,28.7,33,61,11,0,7.1,13.4,18.5,6.824125822,0.412472256,5568.375454
2009-08-13 00:00:00,33.9,41.2,26.5,34,63,13,0,5.1,8.5,13.5,6.869857792,0.447879135,6046.368327
2009-08-14 00:00:00,34.5,42.4,25.2,38,67,9,0,2.1,6.8,10.2,6.848081747,0.488538418,6595.268643
2009-08-15 00:00:00,35.5,43.1,27.6,30,72,9,0,4.6,10.7,15.4,6.844262228,0.472371375,6377.013562
2009-08-16 00:00:00,35.8,43.1,28.1,22,56,8,0,6,11.4,16.4,6.856535948,0.468143556,6319.938011
2009-08-17 00:00:00,35.1,42.6,27.4,46,84,9,0,3.1,6.4,10.7,6.814897078,0.462275249,6240.715855
2009-08-18 00:00:00,35,41.6,29.9,60,86,29,0,3.2,6.4,9.8,6.875071839,0.408383294,5513.174464
2009-08-19 00:00:00,36.2,42.2,31.1,54,79,27,0,4.4,7.9,10.7,6.825878907,0.40390358,5452.698325
2009-08-20 00:00:00,35.7,41.4,30.9,53,80,29,0,3.7,6,8.5,6.816887386,0.388685576,5247.255279
2009-08-21 00:00:00,36.3,43.2,30.6,46,82,16,0,3.4,6.3,9.4,6.831108379,0.431457067,5824.670404
2009-08-22 00:00:00,37.2,44.2,30.8,38,75,15,0,2.4,7.1,9.3,6.853836705,0.453850392,6126.980295
2009-08-23 00:00:00,37.5,46,30.5,42,81,12,0,3.1,6.7,10.1,6.861106813,0.491302568,6632.58467
2009-08-24 00:00:00,38.5,47.9,31.6,38,72,6,0,3.2,6.9,9.7,6.812497515,0.509298536,6875.53023
2009-08-25 00:00:00,38.2,47.5,30,36,65,7,0,3.6,7.1,10.8,6.896251423,0.53135407,7173.279944
2009-08-26 00:00:00,36.4,45.2,28.9,42,75,8,0,2.3,5,9.4,6.869160932,0.494379727,6674.126316
2009-08-27 00:00:00,35.8,44.2,28.5,47,78,14,0,2.1,5.5,8.4,6.804716514,0.475322668,6416.856023
2009-08-28 00:00:00,35.6,44.5,28.5,50,78,13,0,2.7,7.9,12.4,6.824657684,0.479452949,6472.614815
2009-08-29 00:00:00,36,44.1,29.1,40,80,13,0,5.7,11.4,16.8,6.865549698,0.470508089,6351.859197
2009-08-30 00:00:00,33.2,39.8,29.8,46,65,25,0,4.7,7.5,9.7,6.896263221,0.365803519,4938.347508
2009-08-31 00:00:00,,,,,,,,,,,,,
2009-09-01 00:00:00,,,,,,,,,,,,,
2009-09-02 00:00:00,,,,,,,,,,,,,
2009-09-03 00:00:00,,,,,,,,,,,,,
2009-09-04 00:00:00,,,,,,,,,,,,,
2009-09-05 00:00:00,,,,,,,,,,,,,
2009-09-06 00:00:00,,,,,,,,,,,,,
2009-09-07 00:00:00,,,,,,,,,,,,,
2009-09-08 00:00:00,,,,,,,,,,,,,
2009-09-09 00:00:00,,,,,,,,,,,,,
2009-09-10 00:00:00,,,,,,,,,,,,,
2009-09-11 00:00:00,,,,,,,,,,,,,
2009-09-12 00:00:00,,,,,,,,,,,,,
2009-09-13 00:00:00,,,,,,,,,,,,,
2009-09-14 00:00:00,,,,,,,,,,,,,
2009-09-15 00:00:00,,,,,,,,,,,,,
2009-09-16 00:00:00,,,,,,,,,,,,,
2009-09-17 00:00:00,,,,,,,,,,,,,
2009-09-18 00:00:00,,,,,,,,,,,,,
2009-09-19 00:00:00,,,,,,,,,,,,,
2009-09-20 00:00:00,,,,,,,,,,,,,
2009-09-21 00:00:00,,,,,,,,,,,,,
2009-09-22 00:00:00,,,,,,,,,,,,,
2009-09-23 00:00:00,,,,,,,,,,,,,
2009-09-24 00:00:00,,,,,,,,,,,,,
2009-09-25 00:00:00,,,,,,,,,,,,,
2009-09-26 00:00:00,,,,,,,,,,,,,
2009-09-27 00:00:00,,,,,,,,,,,,,
2009-09-28 00:00:00,,,,,,,,,,,,,
2009-09-29 00:00:00,,,,,,,,,,,,,
2009-09-30 00:00:00,,,,,,,,,,,,,
2009-10-01 00:00:00,,,,,,,,,,,,,
2009-10-02 00:00:00,,,,,,,,,,,,,
2009-10-03 00:00:00,,,,,,,,,,,,,
2009-10-04 00:00:00,,,,,,,,,,,,,
2009-10-05 00:00:00,,,,,,,,,,,,,
2009-10-06 00:00:00,,,,,,,,,,,,,
2009-10-07 00:00:00,,,,,,,,,,,,,
2009-10-08 00:00:00,,,,,,,,,,,,,
2009-10-09 00:00:00,,,,,,,,,,,,,
2009-10-10 00:00:00,,,,,,,,,,,,,
2009-10-11 00:00:00,,,,,,,,,,,,,
2009-10-12 00:00:00,,,,,,,,,,,,,
2009-10-13 00:00:00,,,,,,,,,,,,,
2009-10-14 00:00:00,,,,,,,,,,,,,
2009-10-15 00:00:00,,,,,,,,,,,,,
2009-10-16 00:00:00,,,,,,,,,,,,,
2009-10-17 00:00:00,,,,,,,,,,,,,
2009-10-18 00:00:00,28.7,36.1,20.3,35,64,16,0,2.4,4.3,8.7,5.393442666,0.327877365,4426.344428
2009-10-19 00:00:00,27.3,34.4,19.9,49,69,21,0,2.3,6.1,11.3,5.36763138,0.303184573,4092.99174
2009-10-20 00:00:00,27.4,35,20.3,47,76,14,0,2.1,3.3,6,5.313554175,0.302862908,4088.649263
2009-10-21 00:00:00,28,36.8,21.6,39,75,9,0,2.3,5.8,7.2,5.389537364,0.316521075,4273.034518
2009-10-22 00:00:00,27.6,36.2,20.5,49,81,10,0,2.7,5.3,7.4,5.318186075,0.314653873,4247.827279
2009-10-23 00:00:00,27.1,34.4,21.1,54,81,18,0,2.6,5.6,8.6,5.378735624,0.28967848,3910.659483
2009-10-24 00:00:00,26.9,33.4,20.5,56,84,21,0,2.5,4.7,7.1,5.37223631,0.283675193,3829.615111
2009-10-25 00:00:00,27.9,34.6,19.9,52,83,20,0,1.8,4.2,7.7,5.396792166,0.311010058,4198.635784
2009-10-26 00:00:00,28.1,36.1,21.2,45,83,10,0,2.5,5.1,11.4,5.313974982,0.309662916,4180.449362
2009-10-27 00:00:00,27.6,36,20.2,32,83,11,0,1.9,4.6,6.9,5.334716675,0.316635518,4274.579488
2009-10-28 00:00:00,28.3,36.4,21.2,36,73,11,0,2.5,5.4,7.7,5.381522101,0.318120547,4294.62739
2009-10-29 00:00:00,22.3,23.6,21.6,70,78,51,0,1.1,1.1,2.2,5.379135032,0.100331127,1354.470214
2009-10-30 00:00:00,,,,,,,,,,,,,
2009-10-31 00:00:00,,,,,,,,,,,,,
2009-11-01 00:00:00,,,,,,,,,,,,,
2009-11-02 00:00:00,,,,,,,,,,,,,
2009-11-03 00:00:00,35.1,37.9,29.2,19,34,13,0,4.9,6.5,10.5,4.118302393,0.211347641,2853.193149
2009-11-04 00:00:00,,,,,,,,,,,,,
2009-11-05 00:00:00,,,,,,,,,,,,,
2009-11-06 00:00:00,,,,,,,,,,,,,
2009-11-07 00:00:00,,,,,,,,,,,,,
2009-11-08 00:00:00,,,,,,,,,,,,,
2009-11-09 00:00:00,,,,,,,,,,,,,
2009-11-10 00:00:00,,,,,,,,,,,,,
2009-11-11 00:00:00,,,,,,,,,,,,,
2009-11-12 00:00:00,,,,,,,,,,,,,
2009-11-13 00:00:00,,,,,,,,,,,,,
2009-11-14 00:00:00,,,,,,,,,,,,,
2009-11-15 00:00:00,,,,,,,,,,,,,
2009-11-16 00:00:00,25.4,31.9,18,44,76,23,0,1.2,2.2,4.6,4.12543676,0.218536989,2950.249347
2009-11-17 00:00:00,23.4,31.1,16,53,87,16,0,2.1,5.7,8.3,4.123878491,0.217147795,2931.495231
2009-11-18 00:00:00,24.8,32.3,17.7,54,88,11,0,4.8,8.4,14.2,4.100412221,0.219521681,2963.542694
2009-11-19 00:00:00,24.2,29.7,19.8,58,87,35,0,5.3,8.4,12.1,4.195738664,0.182364034,2461.914462
2009-11-20 00:00:00,21.6,26.6,17.2,50,65,31,0,3.9,6.6,10.5,4.158429428,0.165216477,2230.422442
2009-11-21 00:00:00,22.3,28.6,16.2,48,69,25,0,2.4,5.9,8.1,4.174399824,0.193871126,2617.260197
2009-11-22 00:00:00,22.9,27.8,18.2,55,69,40,0,3.4,6.2,9.2,4.123663978,0.171031919,2308.930905
2009-11-23 00:00:00,21.2,25.9,17.1,53,70,34,0,4.2,7.2,10.5,4.147415788,0.157814678,2130.498151
2009-11-24 00:00:00,20.5,25.3,15.9,55,70,39,0,3.5,6.9,10.4,4.149817403,0.160271227,2163.661565
2009-11-25 00:00:00,21.8,27.4,15.7,58,83,27,0,2,4.3,6.6,4.165174698,0.185560362,2505.064891
2009-11-26 00:00:00,24.1,32.1,18.2,63,89,21,0,3.9,7.2,10.2,4.13630018,0.212518795,2869.003737
2009-11-27 00:00:00,23.8,30.4,18.3,63,93,24,0,2.4,4.1,5.9,4.143066323,0.197184047,2661.984629
2009-11-28 00:00:00,24.4,30.8,19.1,55,92,19,0.2,5,11,16.3,4.145157661,0.1967933,2656.709553
2009-11-29 00:00:00,20.8,23.7,17.4,67,82,53,0,7.8,10.4,14.5,4.108215376,0.130910553,1767.292462
2009-11-30 00:00:00,18.3,22.2,13.9,55,73,37,0,5.1,8.6,12.8,4.178271188,0.142924521,1929.481035
2009-12-01 00:00:00,18.3,22.9,13.9,61,82,26,0,4.4,7.5,10.8,3.402220132,0.121186639,1636.019624
2009-12-02 00:00:00,19.2,23.6,15.7,56,80,25,0,4.1,7.2,10.1,3.480233702,0.119038529,1607.020142
2009-12-03 00:00:00,18.6,23.1,14.6,59,80,34,0,3.6,6.8,10.8,3.439329001,0.120046207,1620.623792
2009-12-04 00:00:00,18.1,22.9,14.3,70,88,34,0.6,2,3.8,6.5,3.466565028,0.120034724,1620.468777
2009-12-05 00:00:00,21.1,26.2,16.3,65,85,39,0,2.2,4.1,5.7,3.441637596,0.138546707,1870.380551
2009-12-06 00:00:00,22.2,25.9,19,77,89,57,0,5.5,9.2,12.3,3.436261098,0.118750259,1603.128497
2009-12-07 00:00:00,23.9,27.6,20.4,65,87,37,0,7.6,11.2,15.4,3.487602556,0.128349199,1732.714191
2009-12-08 00:00:00,22,28.6,15.5,63,78,31,0,6.3,10.6,13.7,3.405233634,0.16133534,2178.027085
2009-12-09 00:00:00,17.9,23.2,13.6,64,87,33,0,5.4,7.5,11,3.48088079,0.126635904,1709.58471
2009-12-10 00:00:00,18.5,23.3,12.9,66,89,36,0,3.2,4.9,8.7,3.41866401,0.131626577,1776.958792
2009-12-11 00:00:00,17,18,15.9,88,91,79,14,2.4,3.4,6.8,3.412834836,0.056606726,764.190799
2009-12-12 00:00:00,20.1,23,17.4,83,92,69,2,3.9,6.6,9,3.486078898,0.102833427,1388.251263
2009-12-13 00:00:00,19.2,21.5,16.6,90,93,81,12.4,2.5,4.5,7.1,3.429197723,0.092375364,1247.067418
2009-12-14 00:00:00,18.3,22.1,15.5,84,94,67,0,3.9,7.5,10.1,3.465563996,0.105710217,1427.087936
2009-12-15 00:00:00,17.2,21.1,14.1,78,91,60,0,3.5,6,8.7,3.478222708,0.10593472,1430.118723
2009-12-16 00:00:00,16.8,21.4,13.1,68,86,44,0,2.2,5.1,6.5,3.456535883,0.113323528,1529.867634
2009-12-17 00:00:00,18.4,23.1,12,73,88,45,0,3.6,5.4,8,3.455794437,0.137082443,1850.612977
2009-12-18 00:00:00,20.8,26.8,17.4,72,90,32,0.2,5.5,9.5,14.5,3.458809426,0.134629967,1817.504552
2009-12-19 00:00:00,18.6,23.1,15.5,77,88,52,0,5.5,8.2,12.6,3.403787251,0.112340011,1516.590143
