4O,17885,DOH,1852,MEX,1824,,0,320
4O,17885,DOH,1852,MTY,1825,,0,320
4O,17885,DOH,1852,TLC,1850,,0,320
4O,17885,DOH,1797,MEX,1824,,0,320
4O,17885,DOH,1800,MEX,1824,,0,320
4O,17885,DOH,1804,MEX,1824,,0,320
4O,17885,DOH,1804,MTY,1825,,0,320
4O,17885,DOH,1804,SAT,3621,,0,320
4O,17885,DOH,1804,SJD,1840,,0,320
4O,17885,DOH,1804,SNA,3867,,0,320
4O,17885,DOH,1804,TIJ,1847,,0,320
4O,17885,DOH,1767,MEX,1824,,0,320
4O,17885,DOH,1909,MEX,1824,,0,320
4O,17885,DOH,1807,MEX,1824,,0,320
4O,17885,DOH,1786,MEX,1824,,0,320
4O,17885,DOH,3797,MEX,1824,,0,320
4O,17885,DOH,1816,MEX,1824,,0,SU9
4O,17885,DOH,3877,MTY,1825,,0,320
4O,17885,DOH,3877,TLC,1850,,0,320
4O,17885,DOH,1824,ACA,1783,,0,320
4O,17885,DOH,1824,AGU,1785,,0,SU9
4O,17885,DOH,1824,BOG,2709,,0,320
4O,17885,DOH,1824,CEN,1794,,0,320
4O,17885,DOH,1824,CJS,1796,,0,320
4O,17885,DOH,1824,CME,1789,,0,320
4O,17885,DOH,1824,CPE,1795,,0,SU9
4O,17885,DOH,1824,CTM,1793,,0,320
4O,17885,DOH,1824,CUL,1792,,0,320
4O,17885,DOH,1824,CUN,1852,,0,320
4O,17885,DOH,1824,CUU,1797,,0,320
4O,17885,DOH,1824,CZM,1800,,0,320
4O,17885,DOH,1824,GDL,1804,,0,320
4O,17885,DOH,1824,GUA,1767,,0,320
4O,17885,DOH,1824,HAV,1909,,0,320
4O,17885,DOH,1824,HMO,1807,,0,320
4O,17885,DOH,1824,HUX,1786,,0,320
4O,17885,DOH,1824,JFK,3797,,0,320
4O,17885,DOH,1824,LAP,1816,,0,SU9
4O,17885,DOH,1824,MIA,3576,,0,320
4O,17885,DOH,1824,MID,1819,,0,320
4O,17885,DOH,1824,MTT,1822,,0,SU9
4O,17885,DOH,1824,MTY,1825,,0,320
4O,17885,DOH,1824,MZT,1826,,0,SU9
4O,17885,DOH,1824,OAX,1829,,0,320
4O,17885,DOH,1824,PQM,\N,,0,SU9
4O,17885,DOH,1824,PVR,1836,,0,320
4O,17885,DOH,1824,REX,1839,,0,SU9
4O,17885,DOH,1824,SAT,3621,,0,320
4O,17885,DOH,1824,SJD,1840,,0,320
4O,17885,DOH,1824,SJO,1885,,0,320
4O,17885,DOH,1824,SNA,3867,,0,320
4O,17885,DOH,1824,TAM,1848,,0,320
4O,17885,DOH,1824,TGZ,1846,,0,320
4O,17885,DOH,1824,TIJ,1847,,0,320
4O,17885,DOH,1824,TRC,1845,,0,SU9
4O,17885,DOH,1824,VER,1854,,0,320
4O,17885,DOH,1824,VSA,1853,,0,320
4O,17885,DOH,1824,ZCL,1855,,0,SU9
4O,17885,DOH,1824,ZIH,1856,,0,320
4O,17885,DOH,1824,ZLO,1858,,0,SU9
4O,17885,DOH,3576,MEX,1824,,0,320
4O,17885,DOH,1819,MEX,1824,,0,320
4O,17885,DOH,1822,MEX,1824,,0,SU9
4O,17885,DOH,1825,CUN,1852,,0,320
4O,17885,DOH,1825,GDL,1804,,0,320
4O,17885,DOH,1825,LAS,3877,,0,320
4O,17885,DOH,1825,MEX,1824,,0,320
4O,17885,DOH,1825,SAT,3621,,0,320
4O,17885,DOH,1825,TLC,1850,,0,320
4O,17885,DOH,1826,MEX,1824,,0,SU9
4O,17885,DOH,1829,MEX,1824,,0,320
4O,17885,DOH,\N,MEX,1824,,0,SU9
4O,17885,DOH,1836,MEX,1824,,0,320
4O,17885,DOH,1836,TLC,1850,,0,320
4O,17885,DOH,1839,MEX,1824,,0,SU9
4O,17885,DOH,3621,GDL,1804,,0,320
4O,17885,DOH,3621,MEX,1824,,0,320
4O,17885,DOH,3621,MTY,1825,,0,320
4O,17885,DOH,3621,TLC,1850,,0,320
4O,17885,DOH,1840,GDL,1804,,0,320
4O,17885,DOH,1840,MEX,1824,,0,320
4O,17885,DOH,1840,TLC,1850,,0,320
4O,17885,DOH,1885,MEX,1824,,0,320
4O,17885,DOH,3867,GDL,1804,,0,320
4O,17885,DOH,3867,MEX,1824,,0,320
4O,17885,DOH,1848,MEX,1824,,0,320
4O,17885,DOH,1846,MEX,1824,,0,320
4O,17885,DOH,1847,GDL,1804,,0,320
4O,17885,DOH,1847,MEX,1824,,0,320
4O,17885,DOH,1850,ACA,1783,,0,320
4O,17885,DOH,1850,CUN,1852,,0,320
4O,17885,DOH,1850,LAS,3877,,0,320
4O,17885,DOH,1850,MTY,1825,,0,320
4O,17885,DOH,1850,PVR,1836,,0,320
4O,17885,DOH,1850,SAT,3621,,0,320
4O,17885,DOH,1850,SJD,1840,,0,320
4O,17885,DOH,1850,ZIH,1856,,0,320
4O,17885,DOH,1845,MEX,1824,,0,SU9
4O,17885,DOH,1854,MEX,1824,,0,320
4O,17885,DOH,1853,MEX,1824,,0,320
4O,17885,DOH,1855,MEX,1824,,0,SU9
4O,17885,DOH,1856,MEX,1824,,0,320
4O,17885,DOH,1856,TLC,1850,,0,320
4O,17885,DOH,1858,MEX,1824,,0,SU9
4Q,10758,DOH,3093,HEA,2048,,0,320
4Q,10758,DOH,3093,KBL,2050,,0,320
4Q,10758,DOH,2188,KBL,2050,,0,319
4Q,10758,DOH,2048,DEL,3093,,0,320
4Q,10758,DOH,2048,ISB,2223,,0,319
4Q,10758,DOH,2048,KBL,2050,,0,319 320
4Q,10758,DOH,2223,HEA,2048,,0,319
4Q,10758,DOH,2223,KBL,2050,,0,319
4Q,10758,DOH,2050,DEL,3093,,0,320
4Q,10758,DOH,2050,DXB,2188,,0,319
4Q,10758,DOH,2050,HEA,2048,,0,319 320
4Q,10758,DOH,2050,ISB,2223,,0,319
4Q,10758,DOH,2050,MZR,2053,,0,319
4Q,10758,DOH,2053,KBL,2050,,0,319
4T,1401,DOH,1688,ZRH,1678,,0,320
4T,1401,DOH,1423,HRG,1130,,0,320
4T,1401,DOH,1130,BSL,1423,,0,320
4T,1401,DOH,1130,ZRH,1678,,0,320
4T,1401,DOH,1742,ZRH,1678,,0,320
4T,1401,DOH,4197,ZRH,1678,,0,320
4T,1401,DOH,1737,ZRH,1678,,0,320
4T,1401,DOH,1678,AYT,1688,,0,320
4T,1401,DOH,1678,HRG,1130,,0,320
4T,1401,DOH,1678,PRN,1742,,0,320
4T,1401,DOH,1678,RMF,4197,,0,320
4T,1401,DOH,1678,SKP,1737,,0,320
4U,2548,DOH,1230,STR,350,,0,320 319
4U,2548,DOH,1230,TXL,351,,0,319
4U,2548,DOH,210,CGN,344,,0,319
4U,2548,DOH,580,HAM,342,,0,CRJ
4U,2548,DOH,4309,DUS,345,,0,CRJ
4U,2548,DOH,4309,TXL,351,,0,CRJ
4U,2548,DOH,737,CGN,344,,0,CRJ
4U,2548,DOH,737,DUS,345,,0,CRJ
4U,2548,DOH,737,HAM,342,,0,CRJ
4U,2548,DOH,3941,CGN,344,,0,319
4U,2548,DOH,3941,STR,350,,0,319
4U,2548,DOH,1688,CGN,344,,0,320
4U,2548,DOH,1218,CGN,344,,0,320 319
4U,2548,DOH,1218,DUS,345,,0,320 319
4U,2548,DOH,1218,HAJ,352,,0,319
4U,2548,DOH,1218,HAM,342,,0,319
4U,2548,DOH,1218,STR,350,,0,319 320
4U,2548,DOH,1506,STR,350,,0,319
4U,2548,DOH,1739,STR,350,,0,319
4U,2548,DOH,636,HAM,342,,0,CRJ
4U,2548,DOH,469,HAM,342,,0,CRJ
4U,2548,DOH,469,TXL,351,,0,319
4U,2548,DOH,1321,CGN,344,,0,319
4U,2548,DOH,1321,DUS,345,,0,320
4U,2548,DOH,1321,HAM,342,,0,CRJ
4U,2548,DOH,1321,STR,350,,0,319
4U,2548,DOH,1321,TXL,351,,0,320
4U,2548,DOH,1216,DUS,345,,0,CRJ
4U,2548,DOH,1216,STR,350,,0,CRJ 319
4U,2548,DOH,1538,CGN,344,,0,319
4U,2548,DOH,1538,TXL,351,,0,319
4U,2548,DOH,353,STR,350,,0,319 CRJ
4U,2548,DOH,1501,CGN,344,,0,319
4U,2548,DOH,1501,DUS,345,,0,CRJ
4U,2548,DOH,1501,STR,350,,0,319
4U,2548,DOH,302,STR,350,,0,319 CRJ
4U,2548,DOH,1423,DUS,345,,0,CRJ
4U,2548,DOH,1489,CGN,344,,0,319 320 CRJ
4U,2548,DOH,1489,HAM,342,,0,CRJ
4U,2548,DOH,1489,STR,350,,0,319 CRJ
4U,2548,DOH,1519,CGN,344,,0,319
4U,2548,DOH,1519,DUS,345,,0,CRJ
4U,2548,DOH,1519,STR,350,,0,319
4U,2548,DOH,1382,HAM,342,,0,319 CRJ
4U,2548,DOH,1460,CGN,344,,0,320 319
4U,2548,DOH,1460,DRS,338,,0,319
4U,2548,DOH,1460,STR,350,,0,319
4U,2548,DOH,344,ALG,210,,0,319
4U,2548,DOH,344,ARN,737,,0,CRJ
4U,2548,DOH,344,ATH,3941,,0,319
4U,2548,DOH,344,AYT,1688,,0,320
4U,2548,DOH,344,BCN,1218,,0,320 319
4U,2548,DOH,344,BIA,1321,,0,319
4U,2548,DOH,344,BLQ,1538,,0,319
4U,2548,DOH,344,BRI,1501,,0,319
4U,2548,DOH,344,BUD,1489,,0,319 320 CRJ
4U,2548,DOH,344,CAG,1519,,0,319
4U,2548,DOH,344,CFU,1460,,0,320 319
4U,2548,DOH,344,CLY,1322,,0,319
4U,2548,DOH,344,CTA,1509,,0,319
4U,2548,DOH,344,DBV,1200,,0,319
4U,2548,DOH,344,DRS,338,,0,319 CRJ
4U,2548,DOH,344,DUB,599,,0,319
4U,2548,DOH,344,EDI,535,,0,319
4U,2548,DOH,344,FAO,1626,,0,319 320
4U,2548,DOH,344,FCO,1555,,0,319 320
4U,2548,DOH,344,FDH,382,,0,319 CRJ
4U,2548,DOH,344,HAM,342,,0,319 CRJ
4U,2548,DOH,344,HDF,5557,,0,CRJ
4U,2548,DOH,344,HER,1452,,0,320 319
4U,2548,DOH,344,IBZ,1225,,0,320 319
4U,2548,DOH,344,JMK,1468,,0,319
4U,2548,DOH,344,JTR,1479,,0,319
4U,2548,DOH,344,KGS,1458,,0,319
4U,2548,DOH,344,KLU,4322,,0,CRJ
4U,2548,DOH,344,KVA,1462,,0,319 320
4U,2548,DOH,344,LEJ,348,,0,CRJ 319 320
4U,2548,DOH,344,LHR,507,,0,319 320
4U,2548,DOH,344,LIS,1638,,0,319 320
4U,2548,DOH,344,LPA,1054,,0,319
4U,2548,DOH,344,MAN,478,,0,319
4U,2548,DOH,344,MXP,1524,,0,319 CRJ
4U,2548,DOH,344,NAP,1561,,0,319 320
4U,2548,DOH,344,NCE,1354,,0,319 320
4U,2548,DOH,344,NDR,5673,,0,319
4U,2548,DOH,344,OLB,1520,,0,319
4U,2548,DOH,344,PMI,3998,,0,320 319
4U,2548,DOH,344,PMO,1512,,0,319 CRJ
4U,2548,DOH,344,PRG,1587,,0,319 320 CRJ
4U,2548,DOH,344,PSA,1562,,0,319
4U,2548,DOH,344,PUY,1203,,0,319 CRJ
4U,2548,DOH,344,RAK,1075,,0,319
4U,2548,DOH,344,RHO,1472,,0,320
4U,2548,DOH,344,RJK,1205,,0,319
4U,2548,DOH,344,RLG,772,,0,319
4U,2548,DOH,344,SAW,4317,,0,319 320
4U,2548,DOH,344,SJJ,1646,,0,319
4U,2548,DOH,344,SKG,1486,,0,319 320
4U,2548,DOH,344,SPU,1206,,0,319
4U,2548,DOH,344,STN,548,,0,319
4U,2548,DOH,344,SUF,1508,,0,319
4U,2548,DOH,344,SZG,1612,,0,319
4U,2548,DOH,344,TLV,1590,,0,319 320
4U,2548,DOH,344,TUN,287,,0,319
4U,2548,DOH,344,TXL,351,,0,319 320
4U,2548,DOH,344,VCE,1551,,0,320 319
4U,2548,DOH,344,VIE,1613,,0,319 320
4U,2548,DOH,344,VRN,1550,,0,319
4U,2548,DOH,344,WAW,679,,0,CRJ
4U,2548,DOH,344,XRY,1226,,0,319
4U,2548,DOH,344,ZAD,1209,,0,319
4U,2548,DOH,344,ZAG,1208,,0,CRJ 319
4U,2548,DOH,344,ZRH,1678,,0,320 319
4U,2548,DOH,1322,CGN,344,,0,319
4U,2548,DOH,1509,CGN,344,,0,319
4U,2548,DOH,1509,DUS,345,,0,CRJ
4U,2548,DOH,1509,HAJ,352,,0,319
4U,2548,DOH,1509,HAM,342,,0,319
4U,2548,DOH,1509,STR,350,,0,319
4U,2548,DOH,1509,TXL,351,,0,319
4U,2548,DOH,488,DUS,345,,0,CRJ
4U,2548,DOH,1200,CGN,344,,0,319
4U,2548,DOH,1200,DUS,345,,0,CRJ
4U,2548,DOH,1200,HAJ,352,,0,319
4U,2548,DOH,1200,HAM,342,,0,319
4U,2548,DOH,1200,STR,350,,0,319
4U,2548,DOH,1200,TXL,351,,0,320
4U,2548,DOH,338,CFU,1460,,0,319
4U,2548,DOH,338,CGN,344,,0,319 CRJ
4U,2548,DOH,338,DUS,345,,0,319 CRJ
4U,2548,DOH,338,STR,350,,0,319 CRJ
4U,2548,DOH,373,HDF,5557,,0,319
4U,2548,DOH,373,MUC,346,,0,319
4U,2548,DOH,373,PMI,3998,,0,319 320
4U,2548,DOH,373,SAW,4317,,0,319
4U,2548,DOH,373,SPU,1206,,0,319
4U,2548,DOH,599,CGN,344,,0,319
4U,2548,DOH,599,DUS,345,,0,CRJ
4U,2548,DOH,345,AOI,4309,,0,CRJ
4U,2548,DOH,345,ARN,737,,0,CRJ
4U,2548,DOH,345,BCN,1218,,0,320 319
4U,2548,DOH,345,BIA,1321,,0,320
4U,2548,DOH,345,BIO,1216,,0,CRJ
4U,2548,DOH,345,BRI,1501,,0,CRJ
4U,2548,DOH,345,BSL,1423,,0,CRJ
4U,2548,DOH,345,CAG,1519,,0,CRJ
4U,2548,DOH,345,CTA,1509,,0,CRJ
4U,2548,DOH,345,CWL,488,,0,CRJ
4U,2548,DOH,345,DBV,1200,,0,CRJ
4U,2548,DOH,345,DRS,338,,0,319 CRJ
4U,2548,DOH,345,DUB,599,,0,CRJ
4U,2548,DOH,345,GVA,1665,,0,CRJ
4U,2548,DOH,345,HDF,5557,,0,CRJ
4U,2548,DOH,345,HER,1452,,0,319
4U,2548,DOH,345,IBZ,1225,,0,320
4U,2548,DOH,345,KTW,671,,0,CRJ
4U,2548,DOH,345,LEJ,348,,0,CRJ
4U,2548,DOH,345,LYS,1335,,0,CRJ
4U,2548,DOH,345,MAD,1229,,0,CRJ
4U,2548,DOH,345,MPL,1359,,0,CRJ
4U,2548,DOH,345,MXP,1524,,0,CRJ 320
4U,2548,DOH,345,NQY,481,,0,CRJ
4U,2548,DOH,345,NUE,347,,0,CRJ
4U,2548,DOH,345,OLB,1520,,0,CRJ
4U,2548,DOH,345,PMI,3998,,0,320
4U,2548,DOH,345,POZ,674,,0,CRJ
4U,2548,DOH,345,PRG,1587,,0,CRJ
4U,2548,DOH,345,PRN,1742,,0,319
4U,2548,DOH,345,SKG,1486,,0,319 320
4U,2548,DOH,345,SPU,1206,,0,319
4U,2548,DOH,345,SUF,1508,,0,CRJ
4U,2548,DOH,345,TRN,1526,,0,CRJ
4U,2548,DOH,345,VCE,1551,,0,320 319
4U,2548,DOH,345,WAW,679,,0,CRJ
4U,2548,DOH,345,WRO,680,,0,CRJ
4U,2548,DOH,345,ZAD,1209,,0,CRJ
4U,2548,DOH,535,CGN,344,,0,319
4U,2548,DOH,1626,CGN,344,,0,319 320
4U,2548,DOH,1626,HAM,342,,0,319
4U,2548,DOH,1626,STR,350,,0,319 320
4U,2548,DOH,1555,CGN,344,,0,319 320
4U,2548,DOH,1555,HAJ,352,,0,319
4U,2548,DOH,1555,HAM,342,,0,319
4U,2548,DOH,1555,STR,350,,0,319
4U,2548,DOH,1555,TXL,351,,0,319
4U,2548,DOH,382,CGN,344,,0,319 CRJ
4U,2548,DOH,4166,HAM,342,,0,CRJ
4U,2548,DOH,3986,HAM,342,,0,CRJ
4U,2548,DOH,3986,TXL,351,,0,CRJ
4U,2548,DOH,340,HDF,5557,,0,CRJ
4U,2548,DOH,1665,DUS,345,,0,CRJ
4U,2548,DOH,1665,HAM,342,,0,CRJ
4U,2548,DOH,352,BCN,1218,,0,319
4U,2548,DOH,352,CTA,1509,,0,319
4U,2548,DOH,352,DBV,1200,,0,319
4U,2548,DOH,352,FCO,1555,,0,319
4U,2548,DOH,352,HER,1452,,0,319
4U,2548,DOH,352,MXP,1524,,0,319
4U,2548,DOH,352,NAP,1561,,0,319
4U,2548,DOH,352,PMI,3998,,0,319
4U,2548,DOH,352,PRN,1742,,0,319
4U,2548,DOH,352,SAW,4317,,0,319
4U,2548,DOH,352,SKG,1486,,0,319
4U,2548,DOH,352,SPU,1206,,0,319
4U,2548,DOH,352,STN,548,,0,319
4U,2548,DOH,352,STR,350,,0,319
4U,2548,DOH,352,SUF,1508,,0,319
4U,2548,DOH,352,VCE,1551,,0,319
4U,2548,DOH,352,VIE,1613,,0,319
4U,2548,DOH,342,AMS,580,,0,CRJ
4U,2548,DOH,342,ARN,737,,0,CRJ
4U,2548,DOH,342,BCN,1218,,0,319
4U,2548,DOH,342,BGO,636,,0,CRJ
4U,2548,DOH,342,BHX,469,,0,CRJ
4U,2548,DOH,342,BIA,1321,,0,CRJ
4U,2548,DOH,342,BUD,1489,,0,CRJ
4U,2548,DOH,342,CDG,1382,,0,319 CRJ
4U,2548,DOH,342,CGN,344,,0,319 CRJ
4U,2548,DOH,342,CTA,1509,,0,319
4U,2548,DOH,342,DBV,1200,,0,319
4U,2548,DOH,342,FAO,1626,,0,319
4U,2548,DOH,342,FCO,1555,,0,319
4U,2548,DOH,342,FKB,4166,,0,CRJ
4U,2548,DOH,342,FMM,3986,,0,CRJ
4U,2548,DOH,342,GVA,1665,,0,CRJ
4U,2548,DOH,342,HER,1452,,0,319
4U,2548,DOH,342,KLU,4322,,0,319 CRJ
4U,2548,DOH,342,LHR,507,,0,319 CRJ
4U,2548,DOH,342,MAD,1229,,0,CRJ
4U,2548,DOH,342,MAN,478,,0,CRJ
4U,2548,DOH,342,MXP,1524,,0,319 CRJ
4U,2548,DOH,342,NAP,1561,,0,319
4U,2548,DOH,342,NCE,1354,,0,319
4U,2548,DOH,342,NUE,347,,0,CRJ
4U,2548,DOH,342,OLB,1520,,0,319
4U,2548,DOH,342,OSL,644,,0,CRJ
4U,2548,DOH,342,PMI,3998,,0,319
4U,2548,DOH,342,PRG,1587,,0,CRJ
4U,2548,DOH,342,PRN,1742,,0,319
4U,2548,DOH,342,RJK,1205,,0,319
4U,2548,DOH,342,SAW,4317,,0,319
4U,2548,DOH,342,SKG,1486,,0,319
4U,2548,DOH,342,SPU,1206,,0,319
4U,2548,DOH,342,STR,350,,0,319 CRJ
4U,2548,DOH,342,TLS,1273,,0,CRJ
4U,2548,DOH,342,VCE,1551,,0,319 CRJ
4U,2548,DOH,342,VIE,1613,,0,319 CRJ
4U,2548,DOH,342,VRN,1550,,0,CRJ
4U,2548,DOH,342,ZRH,1678,,0,319 CRJ
4U,2548,DOH,5557,CGN,344,,0,CRJ
4U,2548,DOH,5557,DTM,373,,0,319
4U,2548,DOH,5557,DUS,345,,0,CRJ
4U,2548,DOH,5557,FRA,340,,0,CRJ
4U,2548,DOH,5557,STR,350,,0,CRJ
4U,2548,DOH,421,TXL,351,,0,319
4U,2548,DOH,1452,CGN,344,,0,320 319
4U,2548,DOH,1452,DUS,345,,0,319
4U,2548,DOH,1452,HAJ,352,,0,319
4U,2548,DOH,1452,HAM,342,,0,319
4U,2548,DOH,1452,STR,350,,0,319
4U,2548,DOH,1452,TXL,351,,0,319
4U,2548,DOH,1225,CGN,344,,0,320 319
4U,2548,DOH,1225,DUS,345,,0,320
4U,2548,DOH,1225,STR,350,,0,319
4U,2548,DOH,1225,TXL,351,,0,319
4U,2548,DOH,1468,CGN,344,,0,319
4U,2548,DOH,1479,CGN,344,,0,319
4U,2548,DOH,1458,CGN,344,,0,319
4U,2548,DOH,4322,CGN,344,,0,CRJ
4U,2548,DOH,4322,HAM,342,,0,319 CRJ
4U,2548,DOH,4322,TXL,351,,0,319 CRJ
4U,2548,DOH,669,STR,350,,0,CRJ
4U,2548,DOH,671,DUS,345,,0,CRJ
4U,2548,DOH,1462,CGN,344,,0,319 320
4U,2548,DOH,1462,STR,350,,0,319
4U,2548,DOH,348,CGN,344,,0,CRJ 319 320
4U,2548,DOH,348,DUS,345,,0,CRJ
4U,2548,DOH,348,STR,350,,0,319 CRJ
4U,2548,LHR,507,DOH,344,,0,319 320
4U,2548,LHR,507,DOH,342,,0,319 CRJ
4U,2548,LHR,507,DOH,350,,0,319 320
4U,2548,LHR,507,DOH,351,,0,319 320
4U,2548,LIN,1529,DOH,351,,0,319
4U,2548,LIS,1638,DOH,344,,0,319 320
4U,2548,LIS,1638,DOH,350,,0,319
4U,2548,LPA,1054,DOH,344,,0,319
4U,2548,LYS,1335,DOH,345,,0,CRJ
4U,2548,MAD,1229,DOH,345,,0,CRJ
4U,2548,MAD,1229,DOH,342,,0,CRJ
4U,2548,MAN,478,DOH,344,,0,319
4U,2548,MAN,478,DOH,342,,0,CRJ
4U,2548,MPL,1359,DOH,345,,0,CRJ
4U,2548,MUC,346,DOH,373,,0,319
4U,2548,MXP,1524,DOH,344,,0,319 CRJ
4U,2548,MXP,1524,DOH,345,,0,CRJ 320
4U,2548,MXP,1524,DOH,352,,0,319
4U,2548,MXP,1524,DOH,342,,0,319 CRJ
4U,2548,MXP,1524,DOH,350,,0,CRJ 319
4U,2548,NAP,1561,DOH,344,,0,319 320
4U,2548,NAP,1561,DOH,352,,0,319
4U,2548,NAP,1561,DOH,342,,0,319
4U,2548,NAP,1561,DOH,350,,0,319
4U,2548,NCE,1354,DOH,344,,0,319 320
4U,2548,NCE,1354,DOH,342,,0,319
4U,2548,NCE,1354,DOH,351,,0,319
4U,2548,NDR,5673,DOH,344,,0,319
4U,2548,NQY,481,DOH,345,,0,CRJ
4U,2548,NUE,347,DOH,345,,0,CRJ
4U,2548,NUE,347,DOH,342,,0,CRJ
4U,2548,NUE,347,DOH,351,,0,319
4U,2548,OLB,1520,DOH,344,,0,319
4U,2548,OLB,1520,DOH,345,,0,CRJ
4U,2548,OLB,1520,DOH,342,,0,319
4U,2548,OLB,1520,DOH,350,,0,319
4U,2548,OSL,644,DOH,342,,0,CRJ
4U,2548,PMI,3998,DOH,344,,0,320 319
4U,2548,PMI,3998,DOH,373,,0,319 320
4U,2548,PMI,3998,DOH,345,,0,320
4U,2548,PMI,3998,DOH,352,,0,319
4U,2548,PMI,3998,DOH,342,,0,319
4U,2548,PMI,3998,DOH,350,,0,319 320
4U,2548,PMI,3998,DOH,351,,0,320
4U,2548,PMO,1512,DOH,344,,0,319 CRJ
4U,2548,POZ,674,DOH,345,,0,CRJ
4U,2548,PRG,1587,DOH,344,,0,319 320 CRJ
4U,2548,PRG,1587,DOH,345,,0,CRJ
